region,product,date,revenue,units_sold,inventory,customer_count,churn_rate,promo_active
Midwest,ProductD,2025-01-20,6556.9,107,34.3,28,0.0402,0
Midwest,ProductD,2025-01-27,6452.73,109,48.0,32,0.0398,0
Midwest,ProductD,2025-02-03,6643.17,113,44.1,19,0.0308,0
Midwest,ProductD,2025-02-10,6861.9400000000005,120,57.3,36,0.0379,0
Midwest,ProductD,2025-02-17,7590.0599999999995,121,44.0,41,0.0372,1
Midwest,ProductD,2025-02-24,7627.91,127,45.1,30,0.0384,1
Midwest,ProductD,2025-03-03,7307.3099999999995,118,50.4,25,0.0378,0
Midwest,ProductD,2025-03-10,7235.01,118,41.0,28,0.0348,0
Midwest,ProductD,2025-03-17,7553.15,127,47.7,35,0.0326,0
Midwest,ProductD,2025-03-24,7558.13,125,59.3,33,0.0312,0
Midwest,ProductD,2025-03-31,8077.98,136,59.6,49,0.0338,0
Midwest,ProductD,2025-04-07,7870.77,132,53.6,33,0.0329,0
Midwest,ProductD,2025-04-14,8231.97,139,48.7,29,0.0376,0
Midwest,ProductD,2025-04-21,8311.74,130,48.6,31,0.0343,0
Midwest,ProductD,2025-04-28,8626.54,144,47.4,41,0.0329,0
Midwest,ProductD,2025-05-05,8918.97,149,56.1,36,0.0308,0
Midwest,ProductD,2025-05-12,8930.79,135,45.4,26,0.0335,0
Midwest,ProductD,2025-05-19,9026.08,148,43.1,43,0.0345,0
Midwest,ProductD,2025-05-26,9210.48,158,52.4,43,0.0367,0
Midwest,ProductD,2025-06-02,9333.4,148,54.0,36,0.0303,0
Midwest,ProductD,2025-06-09,9460.17,155,69.0,38,0.0306,0
Midwest,ProductD,2025-06-16,9320.77,154,61.1,35,0.0339,0
Midwest,ProductD,2025-06-23,9443.539999999999,155,56.0,36,0.0406,0
Midwest,ProductD,2025-06-30,9910.54,170,60.0,48,0.0365,0
Midwest,ProductD,2025-07-07,7127.7,112,52.9,32,0.0547,0
Midwest,ProductD,2025-07-14,6827.0599999999995,113,51.1,18,0.0605,0
Midwest,ProductD,2025-07-21,7071.96,119,49.4,29,0.0469,0
Midwest,ProductD,2025-07-28,6873.07,110,48.9,11,0.0568,0
Midwest,ProductD,2025-08-04,6698.2300000000005,101,35.9,21,0.0478,0
Midwest,ProductD,2025-08-11,6619.719999999999,110,48.9,28,0.0561,0
Midwest,ProductD,2025-08-18,6499.59,109,42.9,29,0.0527,0
Midwest,ProductD,2025-08-25,6416.23,107,41.6,39,0.0595,0
Midwest,ProductD,2025-09-01,6252.39,101,40.1,24,0.0643,0
Midwest,ProductD,2025-09-08,6367.74,116,50.4,31,0.05,0
Midwest,ProductD,2025-09-15,6232.69,111,47.4,26,0.0518,0
Midwest,ProductD,2025-09-22,6037.2699999999995,104,35.0,35,0.0598,0
Midwest,ProductD,2025-09-29,5921.45,103,35.7,22,0.0476,0
Midwest,ProductD,2025-10-06,7643.379999999999,126,46.0,27,0.0377,0
Midwest,ProductD,2025-10-13,7941.23,130,43.0,24,0.0371,0
Midwest,ProductD,2025-10-20,7486.68,145,57.4,32,0.0363,0
Midwest,ProductD,2025-10-27,7382.32,123,58.9,17,0.0371,0
Midwest,ProductD,2025-11-03,7326.84,123,58.3,39,0.0326,0
Midwest,ProductD,2025-11-10,7109.54,126,48.0,38,0.0365,0
Midwest,ProductD,2025-11-17,6707.1,116,52.9,33,0.0346,0
Midwest,ProductD,2025-11-24,6414.05,99,36.1,31,0.034,0
Midwest,ProductD,2025-12-01,7255.0,108,44.0,38,0.0393,1
Midwest,ProductD,2025-12-08,8009.03,140,59.3,39,0.0334,1
Midwest,ProductD,2025-12-15,7462.77,115,52.6,27,0.036,1
Midwest,ProductD,2025-12-22,7974.93,142,53.0,44,0.038,1
Midwest,ProductD,2025-12-29,7525.360000000001,119,43.4,17,0.0292,1
Midwest,ProductD,2026-01-05,2300.8,38,38.0,6,0.035,1
Midwest,ProductE,2024-01-01,666.45,13,21.0,4,0.0314,0
Midwest,ProductE,2024-01-08,4397.9400000000005,75,27.0,33,0.0317,0
Midwest,ProductE,2024-01-15,4468.51,73,21.7,16,0.0334,0
Midwest,ProductE,2024-01-22,4351.2,76,27.7,26,0.0433,0
Midwest,ProductE,2024-01-29,4426.8099999999995,70,26.3,20,0.0331,0
Midwest,ProductE,2024-02-05,4523.87,77,23.6,5,0.0351,0
Midwest,ProductE,2024-02-12,4938.29,90,36.6,21,0.0369,1
Midwest,ProductE,2024-02-19,5167.78,84,33.9,23,0.0337,1
Midwest,ProductE,2024-02-26,4755.81,84,31.4,26,0.0298,0
Midwest,ProductE,2024-03-04,4816.55,77,30.3,17,0.0333,0
Midwest,ProductE,2024-03-11,4940.58,84,38.7,26,0.0322,0
Midwest,ProductE,2024-03-18,5171.68,92,25.7,22,0.036,0
Midwest,ProductE,2024-03-25,5139.01,81,38.3,26,0.03,0
Midwest,ProductE,2024-04-01,5155.78,85,29.1,26,0.0353,0
Midwest,ProductE,2024-04-08,5286.83,87,28.6,32,0.0323,0
Midwest,ProductE,2024-04-15,5756.25,83,29.0,14,0.0395,0
Midwest,ProductE,2024-04-22,5681.7,86,32.3,24,0.0383,0
Midwest,ProductE,2024-04-29,5894.75,88,26.3,31,0.0297,0
Midwest,ProductE,2024-05-06,6174.87,104,29.9,25,0.0367,0
Midwest,ProductE,2024-05-13,5820.02,93,23.4,19,0.0334,0
Midwest,ProductE,2024-05-20,6243.77,98,37.3,14,0.0352,0
Midwest,ProductE,2024-05-27,6182.01,104,38.1,30,0.0404,0
Midwest,ProductE,2024-06-03,6345.84,98,41.1,18,0.0407,0
Midwest,ProductE,2024-06-10,6385.3099999999995,122,38.7,33,0.0372,0
Midwest,ProductE,2024-06-17,6498.51,104,51.9,28,0.0355,0
Midwest,ProductE,2024-06-24,6305.85,121,33.9,36,0.032,0
Midwest,ProductE,2024-07-01,6524.4400000000005,104,38.1,28,0.0399,0
Midwest,ProductE,2024-07-08,6333.93,102,32.9,17,0.0366,0
Midwest,ProductE,2024-07-15,6336.61,95,31.0,22,0.0353,0
Midwest,ProductE,2024-07-22,6444.35,107,38.1,31,0.0391,0
Midwest,ProductE,2024-07-29,6296.98,98,33.9,18,0.0356,0
Midwest,ProductE,2024-08-05,6274.38,106,42.6,29,0.0336,0
Midwest,ProductE,2024-08-12,6127.7699999999995,102,42.0,29,0.0386,0
Midwest,ProductE,2024-08-19,6050.43,107,39.1,32,0.0316,0
Midwest,ProductE,2024-08-26,5816.51,101,35.9,27,0.0327,0
Midwest,ProductE,2024-09-02,5972.25,96,31.4,38,0.0319,0
Midwest,ProductE,2024-09-09,5628.67,91,34.6,24,0.0395,0
Midwest,ProductE,2024-09-16,5588.93,93,25.6,27,0.0307,0
Midwest,ProductE,2024-09-23,5564.1900000000005,90,28.3,32,0.0359,0
Midwest,ProductE,2024-09-30,5349.85,87,35.4,14,0.0333,0
Midwest,ProductE,2024-10-07,5498.79,88,32.4,32,0.038,0
Midwest,ProductE,2024-10-14,5073.54,79,27.0,17,0.0323,0
Midwest,ProductE,2024-10-21,5111.2,83,29.7,18,0.0311,0
Midwest,ProductE,2024-10-28,4959.02,78,32.1,28,0.0361,0
Midwest,ProductE,2024-11-04,4852.54,74,22.1,16,0.0359,0
Midwest,ProductE,2024-11-11,4767.5599999999995,89,36.4,24,0.0265,0
Midwest,ProductE,2024-11-18,4490.44,70,22.9,19,0.0299,0
Midwest,ProductE,2024-11-25,4492.59,77,35.1,28,0.0376,0
Midwest,ProductE,2024-12-02,4896.97,81,27.1,20,0.0351,1
Midwest,ProductE,2024-12-09,5212.15,84,34.6,31,0.043,1
Midwest,ProductE,2024-12-16,4787.52,82,32.7,34,0.0327,1
Midwest,ProductE,2024-12-23,5177.04,75,35.3,13,0.0333,1
Midwest,ProductE,2024-12-30,5363.39,78,32.4,31,0.0384,1
Midwest,ProductE,2025-01-06,4503.94,74,28.4,12,0.0318,1
Midwest,ProductE,2025-01-13,4502.01,71,18.9,14,0.0395,0
Midwest,ProductE,2025-01-20,4390.23,72,29.1,13,0.032,0
Midwest,ProductE,2025-01-27,4494.4,76,25.9,20,0.0332,0
Midwest,ProductE,2025-02-03,4491.82,80,31.9,22,0.0317,0
Midwest,ProductE,2025-02-10,4449.9400000000005,71,26.4,18,0.0366,0
Midwest,ProductE,2025-02-17,5091.21,81,34.7,14,0.0338,1
Midwest,ProductE,2025-02-24,5192.15,86,28.0,27,0.0326,1
Midwest,ProductE,2025-03-03,4847.32,78,24.1,18,0.0311,0
Midwest,ProductE,2025-03-10,4919.46,81,37.1,28,0.0401,0
Midwest,ProductE,2025-03-17,5046.55,79,26.7,29,0.0341,0
Midwest,ProductE,2025-03-24,5309.47,81,30.4,14,0.0337,0
Midwest,ProductE,2025-03-31,5173.4,82,35.6,11,0.0338,0
Midwest,ProductE,2025-04-07,5454.16,89,37.1,24,0.0325,0
Midwest,ProductE,2025-04-14,5653.35,102,43.0,20,0.0392,0
Midwest,ProductE,2025-04-21,5494.01,94,31.6,16,0.0364,0
Midwest,ProductE,2025-04-28,5682.38,94,33.6,15,0.0392,0
Midwest,ProductE,2025-05-05,6083.54,104,39.3,15,0.0337,0
Midwest,ProductE,2025-05-12,5948.84,99,42.7,19,0.041,0
Midwest,ProductE,2025-05-19,5994.78,104,43.3,26,0.0315,0
Midwest,ProductE,2025-05-26,6163.96,100,30.9,26,0.034,0
Midwest,ProductE,2025-06-02,6170.030000000001,110,41.6,25,0.0316,0
Midwest,ProductE,2025-06-09,6397.47,105,39.7,21,0.0328,0
Midwest,ProductE,2025-06-16,6542.54,110,37.4,31,0.0372,0
Midwest,ProductE,2025-06-23,6349.51,110,36.3,28,0.0339,0
Midwest,ProductE,2025-06-30,6601.35,120,47.4,33,0.03,0
Midwest,ProductE,2025-07-07,4676.71,75,25.0,25,0.0589,0
Midwest,ProductE,2025-07-14,4687.86,75,27.4,28,0.0612,0
Midwest,ProductE,2025-07-21,4613.7,70,26.7,18,0.0579,0
Midwest,ProductE,2025-07-28,4504.59,71,28.1,20,0.0587,0
Midwest,ProductE,2025-08-04,4558.25,67,26.0,22,0.054,0
Midwest,ProductE,2025-08-11,4419.07,69,24.0,16,0.0605,0
Midwest,ProductE,2025-08-18,4453.37,72,26.9,17,0.052,0
Midwest,ProductE,2025-08-25,4415.66,69,31.6,25,0.0482,0
Midwest,ProductE,2025-09-01,4260.46,78,32.0,23,0.0477,0
Midwest,ProductE,2025-09-08,4266.68,70,32.1,16,0.0595,0
Midwest,ProductE,2025-09-15,4039.24,65,27.7,9,0.0448,0
Midwest,ProductE,2025-09-22,3968.0299999999997,64,32.3,6,0.0557,0
Midwest,ProductE,2025-09-29,3893.03,62,21.6,18,0.0615,0
Midwest,ProductE,2025-10-06,4940.08,79,32.6,20,0.0439,0
Midwest,ProductE,2025-10-13,5216.07,81,31.6,14,0.0381,0
Midwest,ProductE,2025-10-20,5060.85,81,30.7,12,0.0375,0
Midwest,ProductE,2025-10-27,4935.96,80,29.0,25,0.0327,0
Midwest,ProductE,2025-11-03,4925.97,79,28.4,26,0.0378,0
Midwest,ProductE,2025-11-10,4680.85,77,25.4,19,0.0325,0
Midwest,ProductE,2025-11-17,4566.09,76,17.1,9,0.0349,0
Midwest,ProductE,2025-11-24,4601.32,77,25.3,30,0.0301,0
Midwest,ProductE,2025-12-01,4933.03,78,29.9,26,0.0312,1
Midwest,ProductE,2025-12-08,5154.58,87,28.7,16,0.0393,1
Midwest,ProductE,2025-12-15,4954.38,83,36.1,23,0.0389,1
Midwest,ProductE,2025-12-22,5372.4,92,31.7,34,0.032,1
Midwest,ProductE,2025-12-29,5189.3099999999995,76,33.1,19,0.0358,1
Midwest,ProductE,2026-01-05,1568.3899999999999,27,47.0,3,0.0402,1
Northeast,ProductA,2024-01-01,2952.08,45,78.0,14,0.0267,0
Northeast,ProductA,2024-01-08,19117.6,322,135.4,76,0.0353,0
Northeast,ProductA,2024-01-15,20026.59,335,122.7,94,0.043,0
Northeast,ProductA,2024-01-22,20015.38,328,137.0,96,0.0319,0
Northeast,ProductA,2024-01-29,20066.46,328,127.4,93,0.0347,0
Northeast,ProductA,2024-02-05,20693.579999999998,335,118.7,112,0.0325,0
Northeast,ProductA,2024-02-12,21501.78,369,114.9,101,0.0352,1
Northeast,ProductA,2024-02-19,22831.37,373,144.6,114,0.0321,1
Northeast,ProductA,2024-02-26,21521.45,373,141.6,118,0.0407,0
Northeast,ProductA,2024-03-04,21672.0,370,144.1,106,0.0355,0
Northeast,ProductA,2024-03-11,23001.56,345,142.1,99,0.0421,0
Northeast,ProductA,2024-03-18,22464.239999999998,398,149.9,117,0.0377,0
Northeast,ProductA,2024-03-25,23171.62,387,144.6,111,0.0373,0
Northeast,ProductA,2024-04-01,23686.24,343,116.6,105,0.0354,0
Northeast,ProductA,2024-04-08,24232.1,397,157.3,131,0.0327,0
Northeast,ProductA,2024-04-15,24954.93,451,178.9,126,0.0384,0
Northeast,ProductA,2024-04-22,25730.54,464,183.9,151,0.0326,0
Northeast,ProductA,2024-04-29,25901.14,450,188.1,127,0.0341,0
Northeast,ProductA,2024-05-06,27296.67,438,180.9,131,0.0358,0
Northeast,ProductA,2024-05-13,27539.52,455,180.6,140,0.0347,0
Northeast,ProductA,2024-05-20,28030.870000000003,515,214.1,137,0.0398,0
Northeast,ProductA,2024-05-27,28008.399999999998,486,192.6,124,0.0378,0
Northeast,ProductA,2024-06-03,27903.620000000003,473,168.7,145,0.0322,0
Northeast,ProductA,2024-06-10,28869.190000000002,514,196.1,149,0.0388,0
Northeast,ProductA,2024-06-17,29229.94,506,207.4,158,0.0345,0
Northeast,ProductA,2024-06-24,29282.309999999998,500,203.7,141,0.0338,0
Northeast,ProductA,2024-07-01,29029.92,435,190.3,138,0.0398,0
Northeast,ProductA,2024-07-08,33468.97,578,212.6,176,0.0383,1
Northeast,ProductA,2024-07-15,29172.93,515,194.4,166,0.0289,1
Northeast,ProductA,2024-07-22,28013.05,499,211.9,147,0.0362,0
Northeast,ProductA,2024-07-29,29125.09,462,179.7,133,0.0293,0
Northeast,ProductA,2024-08-05,28709.27,476,202.1,150,0.0367,0
Northeast,ProductA,2024-08-12,28548.280000000002,403,154.4,104,0.0374,0
Northeast,ProductA,2024-08-19,27504.1,485,198.6,154,0.0337,0
Northeast,ProductA,2024-08-26,27394.65,468,176.9,139,0.0346,0
Northeast,ProductA,2024-09-02,27577.97,504,184.9,141,0.039,0
Northeast,ProductA,2024-09-09,25615.11,434,166.7,116,0.0396,0
Northeast,ProductA,2024-09-16,25464.54,456,170.7,127,0.0402,0
Northeast,ProductA,2024-09-23,24720.07,379,162.0,126,0.0389,0
Northeast,ProductA,2024-09-30,24201.03,436,158.0,133,0.0274,0
Northeast,ProductA,2024-10-07,23520.89,384,146.7,120,0.0332,0
Northeast,ProductA,2024-10-14,23036.4,398,140.7,120,0.0357,0
Northeast,ProductA,2024-10-21,22675.32,447,182.9,131,0.0367,0
Northeast,ProductA,2024-10-28,21642.57,392,144.3,119,0.0371,0
Northeast,ProductA,2024-11-04,22396.85,356,134.4,104,0.0307,0
Northeast,ProductA,2024-11-11,20927.91,354,146.9,106,0.0348,0
Northeast,ProductA,2024-11-18,20544.77,327,140.4,93,0.0335,0
Northeast,ProductA,2024-11-25,20449.41,361,137.7,108,0.0295,0
Northeast,ProductA,2024-12-02,22431.08,377,142.6,108,0.0382,1
Northeast,ProductA,2024-12-09,23659.78,403,149.4,125,0.03,1
Northeast,ProductA,2024-12-16,21238.53,362,152.7,88,0.0306,1
Northeast,ProductA,2024-12-23,24305.25,394,145.3,113,0.0366,1
Northeast,ProductA,2024-12-30,23302.59,385,152.6,118,0.0303,1
Northeast,ProductA,2025-01-06,20025.73,345,138.9,92,0.0394,1
Northeast,ProductA,2025-01-13,19638.25,348,136.3,108,0.0312,0
Northeast,ProductA,2025-01-20,19677.33,320,120.4,88,0.034,0
Northeast,ProductA,2025-01-27,20070.06,324,124.3,81,0.0361,0
Northeast,ProductA,2025-02-03,15641.23,239,70.3,59,0.0654,0
Northeast,ProductA,2025-02-10,9148.630000000001,151,30.3,34,0.0825,0
Northeast,ProductA,2025-02-17,10710.56,176,38.1,51,0.0834,1
Northeast,ProductA,2025-02-24,10026.119999999999,174,37.6,52,0.0867,1
Northeast,ProductA,2025-03-03,9405.35,141,25.9,42,0.0841,0
Northeast,ProductA,2025-03-10,9531.15,163,33.6,53,0.088,0
Northeast,ProductA,2025-03-17,13242.07,219,59.1,54,0.076,0
Northeast,ProductA,2025-03-24,22006.27,372,119.0,103,0.0327,0
Northeast,ProductA,2025-03-31,24289.219999999998,386,152.3,108,0.0326,0
Northeast,ProductA,2025-04-07,24422.06,404,159.7,111,0.0371,0
Northeast,ProductA,2025-04-14,26041.97,472,174.0,159,0.0352,0
Northeast,ProductA,2025-04-21,25907.23,454,152.6,143,0.0331,0
Northeast,ProductA,2025-04-28,25889.75,425,178.0,114,0.0339,0
Northeast,ProductA,2025-05-05,26713.55,418,145.6,115,0.0374,0
Northeast,ProductA,2025-05-12,27726.48,444,172.4,151,0.0367,0
Northeast,ProductA,2025-05-19,27777.19,428,192.6,138,0.034,0
Northeast,ProductA,2025-05-26,27083.15,436,166.6,121,0.0307,0
Northeast,ProductA,2025-06-02,28159.530000000002,472,203.6,118,0.0385,0
Northeast,ProductA,2025-06-09,28115.22,450,160.4,141,0.0358,0
Northeast,ProductA,2025-06-16,28293.92,463,163.0,138,0.0331,0
Northeast,ProductA,2025-06-23,29625.57,576,211.7,166,0.035,0
Northeast,ProductA,2025-06-30,29598.39,518,187.3,150,0.0361,0
Northeast,ProductA,2025-07-07,29592.86,460,171.3,133,0.0337,0
Northeast,ProductA,2025-07-14,28472.16,518,201.0,147,0.0388,0
Northeast,ProductA,2025-07-21,29552.03,506,197.6,125,0.0353,0
Northeast,ProductA,2025-07-28,28464.059999999998,458,159.6,132,0.033,0
Northeast,ProductA,2025-08-04,28049.95,499,210.7,149,0.0392,0
Northeast,ProductA,2025-08-11,28571.18,484,200.7,139,0.0386,0
Northeast,ProductA,2025-08-18,28047.79,444,178.3,126,0.0306,0
Northeast,ProductA,2025-08-25,25874.02,412,151.9,126,0.036,0
Northeast,ProductA,2025-09-01,26733.84,474,173.4,144,0.0383,0
Northeast,ProductA,2025-09-08,26285.79,393,175.0,112,0.0363,0
Northeast,ProductA,2025-09-15,24848.14,460,192.9,121,0.0424,0
Northeast,ProductA,2025-09-22,24663.58,362,142.6,101,0.0336,0
Northeast,ProductA,2025-09-29,24938.2,401,164.0,131,0.0395,0
Northeast,ProductA,2025-10-06,24772.89,410,142.0,119,0.0352,0
Northeast,ProductA,2025-10-13,22936.21,344,137.4,97,0.0309,0
Northeast,ProductA,2025-10-20,22334.14,397,157.7,133,0.0395,0
Northeast,ProductA,2025-10-27,22085.53,373,150.3,108,0.0391,0
Northeast,ProductA,2025-11-03,21210.14,365,148.9,82,0.0376,0
Northeast,ProductA,2025-11-10,21198.48,345,120.9,103,0.0338,0
Northeast,ProductA,2025-11-17,20987.71,322,133.4,105,0.0384,0
Northeast,ProductA,2025-11-24,20167.66,324,123.6,109,0.0351,0
Northeast,ProductA,2025-12-01,22114.23,365,152.9,93,0.03,1
Northeast,ProductA,2025-12-08,23920.45,399,134.0,121,0.0309,1
Northeast,ProductA,2025-12-15,22452.81,344,142.0,96,0.0357,1
Northeast,ProductA,2025-12-22,23801.83,396,163.6,99,0.0327,1
Northeast,ProductA,2025-12-29,23450.22,405,145.9,120,0.0328,1
Northeast,ProductA,2026-01-05,6793.12,103,134.5,30,0.0251,1
Northeast,ProductB,2024-01-01,2383.86,35,123.0,13,0.0226,0
Northeast,ProductB,2024-01-08,15859.939999999999,284,99.0,76,0.036,0
Northeast,ProductB,2024-01-15,16250.1,271,99.3,75,0.0352,0
Northeast,ProductB,2024-01-22,16153.83,268,109.9,81,0.0378,0
Northeast,ProductB,2024-01-29,16009.14,276,97.3,71,0.0317,0
Northeast,ProductB,2024-02-05,16960.57,304,121.4,93,0.035,0
Northeast,ProductB,2024-02-12,18395.61,310,124.9,84,0.0336,1
Northeast,ProductB,2024-02-19,19207.07,335,134.0,97,0.0306,1
Northeast,ProductB,2024-02-26,17701.56,304,121.9,75,0.0377,0
Northeast,ProductB,2024-03-04,18401.02,300,128.9,82,0.0312,0
Northeast,ProductB,2024-03-11,18665.67,338,134.3,94,0.0386,0
Northeast,ProductB,2024-03-18,18881.690000000002,336,125.3,83,0.0306,0
Northeast,ProductB,2024-03-25,19437.6,326,119.3,93,0.0331,0
Northeast,ProductB,2024-04-01,20249.54,336,133.4,101,0.03,0
Northeast,ProductB,2024-04-08,20337.05,330,125.3,91,0.0352,0
Northeast,ProductB,2024-04-15,20926.239999999998,325,116.0,99,0.042,0
Northeast,ProductB,2024-04-22,21484.29,366,143.9,98,0.0324,0
Northeast,ProductB,2024-04-29,21414.39,319,117.6,100,0.035,0
Northeast,ProductB,2024-05-06,23321.43,416,160.0,112,0.0407,0
Northeast,ProductB,2024-05-13,23115.329999999998,396,140.0,104,0.0394,0
Northeast,ProductB,2024-05-20,22637.87,404,146.0,134,0.0325,0
Northeast,ProductB,2024-05-27,23538.4,405,156.1,114,0.0337,0
Northeast,ProductB,2024-06-03,23449.69,417,154.9,127,0.041,0
Northeast,ProductB,2024-06-10,23696.37,383,160.4,124,0.0418,0
Northeast,ProductB,2024-06-17,23513.72,399,148.4,121,0.0308,0
Northeast,ProductB,2024-06-24,23473.53,412,153.3,120,0.0314,0
Northeast,ProductB,2024-07-01,23627.239999999998,409,162.7,132,0.0331,0
Northeast,ProductB,2024-07-08,27796.940000000002,454,188.3,149,0.0421,1
Northeast,ProductB,2024-07-15,25740.8,429,169.6,99,0.0356,1
Northeast,ProductB,2024-07-22,23775.97,405,157.3,131,0.0263,0
Northeast,ProductB,2024-07-29,22971.38,427,145.3,130,0.0328,0
Northeast,ProductB,2024-08-05,24069.49,430,159.4,149,0.035,0
Northeast,ProductB,2024-08-12,23343.98,399,147.0,147,0.0381,0
Northeast,ProductB,2024-08-19,22837.85,404,153.0,123,0.0327,0
Northeast,ProductB,2024-08-26,22539.89,332,128.9,119,0.04,0
Northeast,ProductB,2024-09-02,22742.94,364,129.6,107,0.037,0
Northeast,ProductB,2024-09-09,21701.75,405,137.0,100,0.0394,0
Northeast,ProductB,2024-09-16,21137.51,359,145.9,91,0.0328,0
Northeast,ProductB,2024-09-23,21090.79,355,144.4,115,0.0333,0
Northeast,ProductB,2024-09-30,20709.69,373,130.1,122,0.0292,0
Northeast,ProductB,2024-10-07,20078.03,310,120.9,76,0.0386,0
Northeast,ProductB,2024-10-14,18998.97,285,119.3,94,0.0364,0
Northeast,ProductB,2024-10-21,18548.0,276,107.3,90,0.0368,0
Northeast,ProductB,2024-10-28,18408.17,285,110.9,79,0.0354,0
Northeast,ProductB,2024-11-04,18797.14,355,145.7,115,0.037,0
Northeast,ProductB,2024-11-11,18024.27,287,96.6,90,0.0352,0
Northeast,ProductB,2024-11-18,17451.79,296,107.7,92,0.0343,0
Northeast,ProductB,2024-11-25,17630.36,272,110.1,95,0.0367,0
Northeast,ProductB,2024-12-02,18080.010000000002,332,127.4,101,0.0401,1
Northeast,ProductB,2024-12-09,19557.56,340,115.3,125,0.0359,1
Northeast,ProductB,2024-12-16,16922.95,279,117.0,85,0.0333,1
Northeast,ProductB,2024-12-23,19327.19,295,121.4,81,0.0358,1
Northeast,ProductB,2024-12-30,19553.52,306,131.0,85,0.0333,1
Northeast,ProductB,2025-01-06,16830.02,274,114.6,79,0.0388,1
Northeast,ProductB,2025-01-13,16482.95,278,89.9,93,0.0416,0
Northeast,ProductB,2025-01-20,16091.68,283,102.1,99,0.0314,0
Northeast,ProductB,2025-01-27,16418.42,257,97.6,58,0.0369,0
Northeast,ProductB,2025-02-03,12568.39,249,92.4,66,0.0466,0
Northeast,ProductB,2025-02-10,7679.33,126,25.1,33,0.0937,0
Northeast,ProductB,2025-02-17,8766.9,121,22.6,40,0.069,1
Northeast,ProductB,2025-02-24,8777.27,148,28.1,28,0.0864,1
Northeast,ProductB,2025-03-03,8046.99,141,28.1,17,0.0954,0
Northeast,ProductB,2025-03-10,8281.55,142,27.9,48,0.1059,0
Northeast,ProductB,2025-03-17,11209.91,185,49.0,48,0.0757,0
Northeast,ProductB,2025-03-24,19172.78,333,118.7,99,0.0339,0
Northeast,ProductB,2025-03-31,20116.69,386,131.0,102,0.0316,0
Northeast,ProductB,2025-04-07,20286.32,337,141.9,96,0.041,0
Northeast,ProductB,2025-04-14,20073.73,331,129.1,98,0.0364,0
Northeast,ProductB,2025-04-21,21372.87,372,141.1,118,0.035,0
Northeast,ProductB,2025-04-28,21623.79,380,157.6,113,0.0355,0
Northeast,ProductB,2025-05-05,23210.84,417,167.9,128,0.0302,0
Northeast,ProductB,2025-05-12,22504.73,384,165.7,114,0.0394,0
Northeast,ProductB,2025-05-19,22647.89,395,154.3,117,0.0341,0
Northeast,ProductB,2025-05-26,23115.38,418,136.3,128,0.0295,0
Northeast,ProductB,2025-06-02,23399.03,367,146.1,120,0.0392,0
Northeast,ProductB,2025-06-09,24133.13,406,157.3,105,0.0389,0
Northeast,ProductB,2025-06-16,24146.33,426,155.6,115,0.0366,0
Northeast,ProductB,2025-06-23,23734.59,392,152.9,126,0.0361,0
Northeast,ProductB,2025-06-30,24393.45,396,173.4,96,0.0404,0
Northeast,ProductB,2025-07-07,23882.83,401,153.7,122,0.0348,0
Northeast,ProductB,2025-07-14,24538.61,403,150.4,129,0.0348,0
Northeast,ProductB,2025-07-21,23701.3,400,153.1,118,0.0392,0
Northeast,ProductB,2025-07-28,23850.94,431,176.0,123,0.0391,0
Northeast,ProductB,2025-08-04,23863.91,425,186.9,106,0.0357,0
Northeast,ProductB,2025-08-11,22804.97,367,125.7,97,0.0317,0
Northeast,ProductB,2025-08-18,22637.13,405,152.9,125,0.0298,0
Northeast,ProductB,2025-08-25,22653.89,373,152.6,110,0.0405,0
Northeast,ProductB,2025-09-01,22261.690000000002,385,159.1,105,0.0318,0
Northeast,ProductB,2025-09-08,22191.17,373,136.9,99,0.0316,0
Northeast,ProductB,2025-09-15,20805.72,385,152.7,122,0.0327,0
Northeast,ProductB,2025-09-22,20699.52,324,119.1,86,0.0381,0
Northeast,ProductB,2025-09-29,21716.48,398,155.0,126,0.0302,0
Northeast,ProductB,2025-10-06,20028.16,308,123.6,69,0.0335,0
Northeast,ProductB,2025-10-13,18871.559999999998,284,109.9,86,0.0403,0
Northeast,ProductB,2025-10-20,18702.07,335,139.6,111,0.0359,0
Northeast,ProductB,2025-10-27,18333.260000000002,300,121.1,99,0.0304,0
Northeast,ProductB,2025-11-03,17703.4,315,119.0,85,0.0346,0
Northeast,ProductB,2025-11-10,17395.65,267,107.3,69,0.0323,0
Northeast,ProductB,2025-11-17,17182.1,289,111.9,84,0.0351,0
Northeast,ProductB,2025-11-24,17000.19,310,131.0,88,0.03,0
Northeast,ProductB,2025-12-01,18743.84,299,115.9,79,0.0361,1
Northeast,ProductB,2025-12-08,20331.0,311,123.1,84,0.0354,1
Northeast,ProductB,2025-12-15,18426.97,327,123.9,88,0.0384,1
Northeast,ProductB,2025-12-22,20173.78,336,131.9,100,0.0314,1
Northeast,ProductB,2025-12-29,19208.55,318,126.9,95,0.0373,1
Northeast,ProductB,2026-01-05,5834.280000000001,87,129.5,25,0.0347,1
Northeast,ProductC,2024-01-01,1947.15,33,70.0,8,0.0352,0
Northeast,ProductC,2024-01-08,13168.28,233,97.4,68,0.0343,0
Northeast,ProductC,2024-01-15,13184.59,237,91.0,87,0.0326,0
Northeast,ProductC,2024-01-22,13640.08,247,97.0,65,0.0418,0
Northeast,ProductC,2024-01-29,13187.84,212,86.3,65,0.0373,0
