region,product,date,revenue,units_sold,inventory,customer_count,churn_rate,promo_active
Southwest,ProductA,2024-12-01,58263.97,978,86.3,261,0.0375,1
Southwest,ProductA,2025-01-01,50753.7,862,74.3,244,0.0362,0
Southwest,ProductA,2025-02-01,49019.24,822,74.8,227,0.0336,0
Southwest,ProductA,2025-03-01,59255.28,971,88.8,272,0.0346,0
Southwest,ProductA,2025-04-01,64195.99,1093,101.3,326,0.0336,0
Southwest,ProductA,2025-05-01,75965.37,1278,113.8,384,0.0372,1
Southwest,ProductA,2025-06-01,72131.99,1240,112.3,345,0.0317,1
Southwest,ProductA,2025-07-01,74604.0,1246,114.7,372,0.0374,0
Southwest,ProductA,2025-08-01,71874.13,1184,107.5,363,0.0327,0
Southwest,ProductA,2025-09-01,64327.869999999995,1056,98.5,278,0.0355,0
Southwest,ProductA,2025-10-01,60277.86,1007,86.1,280,0.0344,0
Southwest,ProductA,2025-11-01,51910.51,861,73.2,251,0.0374,1
Southwest,ProductA,2025-12-01,60095.07,1013,86.9,275,0.0357,1
Southwest,ProductB,2024-01-01,42580.98,730,61.0,186,0.0335,0
Southwest,ProductB,2024-02-01,41868.43,683,66.3,197,0.0345,0
Southwest,ProductB,2024-03-01,48960.92,847,75.8,260,0.0338,0
Southwest,ProductB,2024-04-01,52455.61,888,78.2,258,0.0342,0
Southwest,ProductB,2024-05-01,63551.57,1050,91.0,284,0.0371,1
Southwest,ProductB,2024-06-01,59470.8,986,90.7,273,0.0343,1
Southwest,ProductB,2024-07-01,61651.03,1047,85.5,313,0.0348,0
Southwest,ProductB,2024-08-01,59041.18,974,87.8,268,0.0352,0
Southwest,ProductB,2024-09-01,52536.77,887,79.5,236,0.0362,0
Southwest,ProductB,2024-10-01,48351.85,819,72.1,214,0.0339,0
Southwest,ProductB,2024-11-01,43284.18,694,63.4,191,0.0317,1
Southwest,ProductB,2024-12-01,48495.73,821,69.4,229,0.0353,1
Southwest,ProductB,2025-01-01,41350.46,687,60.7,187,0.0376,0
Southwest,ProductB,2025-02-01,40967.63,685,66.1,206,0.0325,0
Southwest,ProductB,2025-03-01,48852.590000000004,806,67.3,227,0.0354,0
Southwest,ProductB,2025-04-01,52794.96,869,80.4,271,0.0363,0
Southwest,ProductB,2025-05-01,63323.92,1079,91.8,325,0.0356,1
Southwest,ProductB,2025-06-01,59730.85,984,96.7,295,0.0372,1
Southwest,ProductB,2025-07-01,61815.36,1058,95.6,279,0.0344,0
Southwest,ProductB,2025-08-01,58214.31,974,90.6,258,0.038,0
Southwest,ProductB,2025-09-01,53126.840000000004,922,87.4,259,0.0358,0
Southwest,ProductB,2025-10-01,48438.43,785,70.6,215,0.035,0
Southwest,ProductB,2025-11-01,43779.48,724,64.3,187,0.0338,1
Southwest,ProductB,2025-12-01,49918.52,811,75.4,216,0.0343,1
Southwest,ProductC,2024-01-01,34297.13,570,43.9,159,0.0345,0
Southwest,ProductC,2024-02-01,33557.9,546,49.9,160,0.0346,0
Southwest,ProductC,2024-03-01,38874.55,638,56.6,171,0.0346,0
Southwest,ProductC,2024-04-01,42843.44,724,65.8,211,0.0351,0
Southwest,ProductC,2024-05-01,50020.54,860,78.3,262,0.0357,1
Southwest,ProductC,2024-06-01,48310.88,794,69.0,204,0.0339,1
Southwest,ProductC,2024-07-01,49949.46,824,71.4,247,0.0339,0
Southwest,ProductC,2024-08-01,46622.67,822,74.0,215,0.0342,0
Southwest,ProductC,2024-09-01,41827.07,727,62.9,201,0.0349,0
Southwest,ProductC,2024-10-01,39836.98,693,57.6,203,0.0335,0
Southwest,ProductC,2024-11-01,35091.97,590,58.1,172,0.035,1
Southwest,ProductC,2024-12-01,39567.56,616,52.6,162,0.0382,1
Southwest,ProductC,2025-01-01,33725.64,555,46.4,126,0.0358,0
Southwest,ProductC,2025-02-01,32659.62,527,46.2,143,0.0366,0
Southwest,ProductC,2025-03-01,38685.31,659,58.3,181,0.0328,0
Southwest,ProductC,2025-04-01,43042.229999999996,729,66.5,233,0.0374,0
Southwest,ProductC,2025-05-01,50175.93,879,76.4,232,0.031,1
Southwest,ProductC,2025-06-01,48589.46,804,72.7,227,0.0322,1
Southwest,ProductC,2025-07-01,49327.270000000004,858,79.2,242,0.0349,0
Southwest,ProductC,2025-08-01,47003.97,781,66.5,203,0.0345,0
Southwest,ProductC,2025-09-01,42372.22,688,64.6,197,0.0335,0
Southwest,ProductC,2025-10-01,39625.73,642,56.8,158,0.0359,0
Southwest,ProductC,2025-11-01,34459.47,557,48.6,165,0.0345,1
Southwest,ProductC,2025-12-01,39961.23,696,60.6,185,0.0351,1
Southwest,ProductD,2024-01-01,25312.44,403,33.0,98,0.0369,0
Southwest,ProductD,2024-02-01,24996.53,418,40.3,81,0.0357,0
Southwest,ProductD,2024-03-01,29571.29,495,42.3,116,0.0353,0
Southwest,ProductD,2024-04-01,31893.87,510,46.6,114,0.035,0
Southwest,ProductD,2024-05-01,37779.89,622,54.8,154,0.0353,1
Southwest,ProductD,2024-06-01,35785.05,585,51.8,156,0.0338,1
Southwest,ProductD,2024-07-01,37133.32,625,59.9,181,0.036,0
Southwest,ProductD,2024-08-01,35485.15,597,54.4,160,0.0356,0
Southwest,ProductD,2024-09-01,31665.75,536,47.2,147,0.0354,0
Southwest,ProductD,2024-10-01,29497.77,472,38.3,127,0.0328,0
Southwest,ProductD,2024-11-01,25339.02,415,37.0,81,0.032,1
Southwest,ProductD,2024-12-01,29581.38,489,41.7,132,0.0355,1
Southwest,ProductD,2025-01-01,25548.41,430,38.1,137,0.0319,0
Southwest,ProductD,2025-02-01,24171.670000000002,394,38.8,99,0.0362,0
Southwest,ProductD,2025-03-01,29386.35,484,43.3,131,0.0333,0
Southwest,ProductD,2025-04-01,31525.59,540,46.7,147,0.0353,0
Southwest,ProductD,2025-05-01,37547.01,641,57.4,184,0.0383,1
Southwest,ProductD,2025-06-01,35849.66,634,56.9,183,0.0343,1
Southwest,ProductD,2025-07-01,37211.91,617,53.2,163,0.036,0
Southwest,ProductD,2025-08-01,34977.79,577,50.3,176,0.0344,0
Southwest,ProductD,2025-09-01,31824.06,523,44.7,163,0.033,0
Southwest,ProductD,2025-10-01,29502.62,492,44.1,119,0.0316,0
Southwest,ProductD,2025-11-01,26044.48,421,33.9,111,0.0336,1
Southwest,ProductD,2025-12-01,29676.350000000002,477,44.6,129,0.0359,1
Southwest,ProductE,2024-01-01,16962.6,271,25.2,64,0.0372,0
Southwest,ProductE,2024-02-01,16788.58,275,23.4,68,0.0382,0
Southwest,ProductE,2024-03-01,19604.89,331,28.5,117,0.0348,0
Southwest,ProductE,2024-04-01,21004.21,343,27.8,100,0.0364,0
Southwest,ProductE,2024-05-01,24773.49,409,33.4,101,0.0344,1
Southwest,ProductE,2024-06-01,23864.67,382,34.0,89,0.0326,1
Southwest,ProductE,2024-07-01,24457.6,402,31.5,92,0.0364,0
Southwest,ProductE,2024-08-01,23677.9,364,35.9,107,0.0365,0
Southwest,ProductE,2024-09-01,21072.1,329,35.2,78,0.0345,0
Southwest,ProductE,2024-10-01,19633.55,313,28.6,69,0.0337,0
Southwest,ProductE,2024-11-01,17532.18,290,28.0,66,0.0376,1
Southwest,ProductE,2024-12-01,19938.09,338,28.0,93,0.0319,1
Southwest,ProductE,2025-01-01,16996.98,261,20.9,71,0.0342,0
Southwest,ProductE,2025-02-01,16056.94,259,20.9,56,0.0345,0
Southwest,ProductE,2025-03-01,19391.68,309,25.5,86,0.0347,0
Southwest,ProductE,2025-04-01,21440.73,345,27.7,97,0.0353,0
Southwest,ProductE,2025-05-01,25304.78,421,36.9,121,0.0348,1
Southwest,ProductE,2025-06-01,23702.329999999998,357,28.4,83,0.0353,1
Southwest,ProductE,2025-07-01,24734.99,398,33.3,82,0.0353,0
Southwest,ProductE,2025-08-01,23289.71,388,32.0,116,0.0349,0
Southwest,ProductE,2025-09-01,20989.78,348,28.7,82,0.0366,0
Southwest,ProductE,2025-10-01,19814.74,306,24.5,74,0.036,0
Southwest,ProductE,2025-11-01,17476.34,281,29.2,53,0.0361,1
Southwest,ProductE,2025-12-01,19911.26,307,29.2,67,0.0329,1
West,ProductA,2024-01-01,77152.63,1288,108.5,372,0.0334,0
West,ProductA,2024-02-01,79466.7,1302,118.2,396,0.0366,0
West,ProductA,2024-03-01,92013.81,1565,132.7,433,0.0367,0
West,ProductA,2024-04-01,99917.67,1727,154.7,507,0.0331,0
West,ProductA,2024-05-01,117765.78,2059,178.8,606,0.0325,1
West,ProductA,2024-06-01,112861.11,1939,175.5,639,0.0361,1
West,ProductA,2024-07-01,115522.92,1942,175.8,582,0.0356,0
West,ProductA,2024-08-01,152582.47,2744,249.3,819,0.0341,0
West,ProductA,2024-09-01,98527.32,1748,162.6,553,0.0344,0
West,ProductA,2024-10-01,92215.35,1567,147.1,453,0.036,0
West,ProductA,2024-11-01,81317.8,1364,125.2,392,0.0369,1
West,ProductA,2024-12-01,93304.34,1626,144.5,459,0.034,1
West,ProductA,2025-01-01,80523.55,1357,120.1,372,0.0351,0
West,ProductA,2025-02-01,75644.81,1258,121.3,378,0.0346,0
West,ProductA,2025-03-01,91815.79000000001,1547,130.9,435,0.035,0
West,ProductA,2025-04-01,98604.25,1679,151.8,514,0.0348,0
West,ProductA,2025-05-01,117503.3,2022,177.8,604,0.0356,1
West,ProductA,2025-06-01,113202.85,1934,171.9,548,0.0329,1
West,ProductA,2025-07-01,115913.8,1979,174.1,619,0.0336,0
West,ProductA,2025-08-01,110836.86,1860,164.4,547,0.0346,0
West,ProductA,2025-09-01,100164.74,1715,162.1,528,0.0348,0
West,ProductA,2025-10-01,94265.29,1577,141.4,431,0.0351,0
West,ProductA,2025-11-01,81292.03,1364,120.6,441,0.0362,1
West,ProductA,2025-12-01,94083.08,1613,145.8,476,0.0367,1
West,ProductB,2024-01-01,66433.57,1086,95.7,318,0.037,0
West,ProductB,2024-02-01,66715.54,1102,102.8,329,0.0364,0
West,ProductB,2024-03-01,78047.79,1306,110.4,418,0.0358,0
West,ProductB,2024-04-01,82376.89,1358,122.1,396,0.0324,0
West,ProductB,2024-05-01,97926.08,1537,137.4,433,0.0355,1
West,ProductB,2024-06-01,94817.41,1637,148.9,485,0.0352,1
West,ProductB,2024-07-01,96712.73,1622,144.5,483,0.0322,0
West,ProductB,2024-08-01,126542.7,2170,188.9,623,0.0347,0
West,ProductB,2024-09-01,84083.97,1495,141.3,443,0.0354,0
West,ProductB,2024-10-01,76315.93,1252,111.6,356,0.0329,0
West,ProductB,2024-11-01,68555.52,1092,102.5,294,0.0365,1
West,ProductB,2024-12-01,77388.3,1311,112.0,379,0.0345,1
West,ProductB,2025-01-01,67155.70999999999,1144,102.9,315,0.0339,0
West,ProductB,2025-02-01,63287.97,1083,103.4,315,0.0347,0
West,ProductB,2025-03-01,76697.47,1340,119.5,363,0.0347,0
West,ProductB,2025-04-01,83582.24,1371,122.2,385,0.035,0
West,ProductB,2025-05-01,96845.39,1684,152.8,465,0.037,1
West,ProductB,2025-06-01,94298.86,1542,150.5,462,0.0342,1
West,ProductB,2025-07-01,97110.56,1558,132.2,481,0.0325,0
West,ProductB,2025-08-01,92284.23,1496,137.9,425,0.0341,0
West,ProductB,2025-09-01,82430.85,1389,128.9,402,0.0344,0
West,ProductB,2025-10-01,75829.3,1268,107.6,379,0.035,0
West,ProductB,2025-11-01,68352.58,1146,109.5,352,0.0353,1
West,ProductB,2025-12-01,78356.35,1292,117.0,353,0.0355,1
West,ProductC,2024-01-01,52860.52,917,91.0,253,0.0381,0
West,ProductC,2024-02-01,52608.79,835,72.3,258,0.0341,0
West,ProductC,2024-03-01,61824.28,1084,94.9,326,0.0361,0
West,ProductC,2024-04-01,66778.13,1052,93.9,278,0.0358,0
West,ProductC,2024-05-01,79265.59,1378,121.3,405,0.0336,1
West,ProductC,2024-06-01,74735.5,1213,114.0,327,0.0372,1
West,ProductC,2024-07-01,79733.15,1285,116.1,373,0.0342,0
West,ProductC,2024-08-01,101996.52,1704,138.8,532,0.034,0
West,ProductC,2024-09-01,65791.2,1090,104.7,297,0.0348,0
West,ProductC,2024-10-01,61990.41,1025,88.4,320,0.0362,0
West,ProductC,2024-11-01,54984.86,915,85.3,246,0.0358,1
West,ProductC,2024-12-01,60665.21,1002,83.2,283,0.036,1
West,ProductC,2025-01-01,53063.2,889,79.5,255,0.0327,0
West,ProductC,2025-02-01,51165.85,883,85.3,249,0.0363,0
West,ProductC,2025-03-01,61434.23,1074,91.5,298,0.0343,0
West,ProductC,2025-04-01,67070.58,1117,99.2,293,0.0355,0
West,ProductC,2025-05-01,78013.4,1233,111.5,361,0.0368,1
West,ProductC,2025-06-01,75208.86,1208,112.6,362,0.0344,1
West,ProductC,2025-07-01,77920.24,1344,121.2,383,0.0355,0
West,ProductC,2025-08-01,73908.89,1270,105.0,364,0.0343,0
West,ProductC,2025-09-01,66222.53,1105,94.0,318,0.037,0
West,ProductC,2025-10-01,61086.74,1062,97.2,319,0.0325,0
West,ProductC,2025-11-01,54084.159999999996,880,79.0,255,0.0344,1
West,ProductC,2025-12-01,62937.92,1071,93.9,309,0.0352,1
West,ProductD,2024-01-01,40365.91,654,61.5,166,0.0362,0
West,ProductD,2024-02-01,39616.27,644,59.8,203,0.0372,0
West,ProductD,2024-03-01,46056.75,729,58.0,208,0.0347,0
West,ProductD,2024-04-01,50524.98,828,75.6,211,0.0338,0
West,ProductD,2024-05-01,59778.2,1010,88.2,273,0.035,1
West,ProductD,2024-06-01,56175.41,931,85.5,295,0.0314,1
West,ProductD,2024-07-01,58090.28,1009,88.7,301,0.0343,0
West,ProductD,2024-08-01,77235.31,1247,111.3,335,0.0377,0
West,ProductD,2024-09-01,48623.18,815,73.5,229,0.0357,0
West,ProductD,2024-10-01,46253.55,767,62.3,205,0.0352,0
West,ProductD,2024-11-01,40352.54,672,64.4,184,0.0381,1
West,ProductD,2024-12-01,46437.33,788,66.5,239,0.0369,1
West,ProductD,2025-01-01,39206.88,635,54.7,159,0.0371,0
West,ProductD,2025-02-01,37854.58,628,54.3,169,0.0334,0
West,ProductD,2025-03-01,45839.87,770,67.0,222,0.0332,0
West,ProductD,2025-04-01,49636.3,853,79.6,232,0.0343,0
West,ProductD,2025-05-01,59339.96,1011,94.4,290,0.0342,1
West,ProductD,2025-06-01,56583.64,945,84.7,287,0.036,1
West,ProductD,2025-07-01,57905.450000000004,964,90.6,252,0.0331,0
West,ProductD,2025-08-01,54285.55,900,79.3,277,0.0373,0
West,ProductD,2025-09-01,49829.97,843,81.2,224,0.0333,0
West,ProductD,2025-10-01,46541.27,766,65.4,247,0.0332,0
West,ProductD,2025-11-01,40888.18,685,57.5,160,0.0319,1
West,ProductD,2025-12-01,47488.98,798,74.9,216,0.0358,1
West,ProductE,2024-01-01,26626.63,441,44.3,129,0.0347,0
West,ProductE,2024-02-01,26386.82,421,39.8,83,0.0331,0
West,ProductE,2024-03-01,30395.38,494,42.1,122,0.0381,0
West,ProductE,2024-04-01,32911.27,556,47.0,151,0.0355,0
West,ProductE,2024-05-01,40107.95,673,59.9,193,0.0354,1
West,ProductE,2024-06-01,37857.97,631,54.8,187,0.0346,1
West,ProductE,2024-07-01,39708.99,636,49.4,197,0.0331,0
West,ProductE,2024-08-01,50017.29,860,78.6,267,0.0349,0
West,ProductE,2024-09-01,33589.63,554,47.6,118,0.0373,0
West,ProductE,2024-10-01,30736.5,515,44.6,133,0.0348,0
West,ProductE,2024-11-01,27055.73,426,39.1,117,0.0375,1
West,ProductE,2024-12-01,30745.05,491,38.6,141,0.0352,1
West,ProductE,2025-01-01,26282.01,454,43.3,118,0.034,0
West,ProductE,2025-02-01,25244.43,402,37.5,113,0.0322,0
West,ProductE,2025-03-01,31074.53,513,41.7,133,0.0334,0
West,ProductE,2025-04-01,33508.65,571,53.4,152,0.0303,0
West,ProductE,2025-05-01,39794.93,685,59.3,170,0.0355,1
West,ProductE,2025-06-01,37687.64,626,59.0,173,0.0339,1
West,ProductE,2025-07-01,39041.97,638,52.0,159,0.0349,0
West,ProductE,2025-08-01,37022.06,638,50.4,179,0.0364,0
West,ProductE,2025-09-01,33023.0,529,48.5,154,0.0322,0
West,ProductE,2025-10-01,30828.19,524,45.7,116,0.0343,0
West,ProductE,2025-11-01,27229.12,433,39.5,112,0.0336,1
West,ProductE,2025-12-01,31826.32,524,46.0,145,0.0346,1
