date,region,product,revenue,units_sold,inventory,customer_count,churn_rate,promo_active
2024-06-06,Southeast,ProductB,2924.08,50,105,12,0.0431,0
2024-06-06,Southeast,ProductC,641.63,9,15,0,0.1882,0
2024-06-06,Southeast,ProductD,1876.55,27,95,6,0.032,0
2024-06-06,Southeast,ProductE,1176.73,17,18,1,0.0355,0
2024-06-06,Southwest,ProductA,2435.29,37,131,17,0.0321,0
2024-06-06,Southwest,ProductB,2031.82,29,98,6,0.0276,0
2024-06-06,Southwest,ProductC,1780.51,30,71,5,0.0224,0
2024-06-06,Southwest,ProductD,1208.41,19,32,4,0.041,0
2024-06-06,Southwest,ProductE,895.44,15,35,5,0.0321,0
2024-06-06,West,ProductA,3914.48,70,190,22,0.029,0
2024-06-06,West,ProductB,3450.21,49,90,10,0.0207,0
2024-06-06,West,ProductC,2759.51,44,115,8,0.0358,0
2024-06-06,West,ProductD,1932.95,34,72,7,0.0276,0
2024-06-06,West,ProductE,1323.03,28,79,13,0.026,0
2024-06-07,Midwest,ProductA,2988.27,47,160,14,0.0315,0
2024-06-07,Midwest,ProductB,2355.03,38,79,8,0.0315,0
2024-06-07,Midwest,ProductC,1933.01,40,110,16,0.0215,0
2024-06-07,Midwest,ProductD,1495.46,25,45,11,0.0252,0
2024-06-07,Midwest,ProductE,903.59,16,19,4,0.049,0
2024-06-07,Northeast,ProductA,4202.27,72,168,22,0.0377,0
2024-06-07,Northeast,ProductB,3799.99,56,171,18,0.0377,0
2024-06-07,Northeast,ProductC,2626.3,40,68,9,0.0206,0
2024-06-07,Northeast,ProductD,2113.99,32,88,13,0.0482,0
2024-06-07,Northeast,ProductE,1536.5,32,78,10,0.0457,0
2024-06-07,Southeast,ProductA,3529.36,55,147,24,0.0275,0
2024-06-07,Southeast,ProductB,2797.31,37,68,14,0.0213,0
2024-06-07,Southeast,ProductC,674.9,10,27,3,0.1774,0
2024-06-07,Southeast,ProductD,1612.84,23,83,4,0.0382,0
2024-06-07,Southeast,ProductE,1144.56,15,46,2,0.026,0
2024-06-07,Southwest,ProductA,2495.46,53,99,16,0.0208,0
2024-06-07,Southwest,ProductB,2146.7,31,110,6,0.0479,0
2024-06-07,Southwest,ProductC,1800.8,24,89,5,0.0271,0
2024-06-07,Southwest,ProductD,1296.12,19,58,8,0.0379,0
2024-06-07,Southwest,ProductE,828.64,11,38,0,0.0244,0
2024-06-07,West,ProductA,3862.91,59,173,20,0.0474,0
2024-06-07,West,ProductB,3160.67,42,118,17,0.0413,0
2024-06-07,West,ProductC,2642.0,36,68,8,0.0496,0
2024-06-07,West,ProductD,1974.54,30,55,8,0.0355,0
2024-06-07,West,ProductE,1408.91,20,45,2,0.0227,0
2024-06-08,Midwest,ProductA,2343.6,49,127,15,0.0402,0
2024-06-08,Midwest,ProductB,1864.54,29,102,3,0.0327,0
2024-06-08,Midwest,ProductC,1554.37,21,48,6,0.0318,0
2024-06-08,Midwest,ProductD,1269.74,17,41,8,0.0399,0
2024-06-08,Midwest,ProductE,823.43,17,17,8,0.0414,0
2024-06-08,Northeast,ProductA,3703.29,76,257,15,0.0419,0
2024-06-08,Northeast,ProductB,3130.94,51,155,12,0.0478,0
2024-06-08,Northeast,ProductC,2385.95,39,109,6,0.0491,0
2024-06-08,Northeast,ProductD,1826.3,25,86,10,0.0241,0
2024-06-08,Northeast,ProductE,1234.8,18,30,5,0.0307,0
2024-06-08,Southeast,ProductA,2834.29,46,163,9,0.0332,0
2024-06-08,Southeast,ProductB,2389.79,39,111,19,0.0252,0
2024-06-08,Southeast,ProductC,567.24,8,23,0,0.1298,0
2024-06-08,Southeast,ProductD,1442.44,30,116,5,0.0314,0
2024-06-08,Southeast,ProductE,897.48,18,65,1,0.0394,0
2024-06-08,Southwest,ProductA,1996.08,31,79,6,0.0465,0
2024-06-08,Southwest,ProductB,1828.01,25,78,11,0.0383,0
2024-06-08,Southwest,ProductC,1410.26,24,56,12,0.0384,0
2024-06-08,Southwest,ProductD,1073.88,23,73,3,0.0219,0
2024-06-08,Southwest,ProductE,702.92,15,35,5,0.0243,0
2024-06-08,West,ProductA,3620.35,68,212,19,0.0327,0
2024-06-08,West,ProductB,2693.98,48,106,12,0.0393,0
2024-06-08,West,ProductC,2111.86,41,114,9,0.0407,0
2024-06-08,West,ProductD,1680.16,27,57,10,0.0232,0
2024-06-08,West,ProductE,1091.0,14,46,7,0.0398,0
2024-06-09,Midwest,ProductA,2390.03,35,99,7,0.0494,0
2024-06-09,Midwest,ProductB,1922.23,41,115,10,0.0228,0
2024-06-09,Midwest,ProductC,1550.32,28,94,9,0.025,0
2024-06-09,Midwest,ProductD,1285.89,17,27,9,0.0243,0
2024-06-09,Midwest,ProductE,805.03,16,38,4,0.0209,0
2024-06-09,Northeast,ProductA,3697.15,49,139,13,0.0448,0
2024-06-09,Northeast,ProductB,3141.97,54,152,24,0.0351,0
2024-06-09,Northeast,ProductC,2270.44,36,95,8,0.036,0
2024-06-09,Northeast,ProductD,1705.86,27,91,8,0.0464,0
2024-06-09,Northeast,ProductE,1297.63,26,44,9,0.0497,0
2024-06-09,Southeast,ProductA,2777.21,41,95,10,0.0327,0
2024-06-09,Southeast,ProductB,2589.91,40,78,9,0.0264,0
2024-06-09,Southeast,ProductC,554.24,7,0,0,0.1144,0
2024-06-09,Southeast,ProductD,1407.18,20,51,0,0.05,0
2024-06-09,Southeast,ProductE,973.23,13,35,8,0.0264,0
2024-06-09,Southwest,ProductA,1959.03,33,103,12,0.0224,0
2024-06-09,Southwest,ProductB,1720.15,32,73,6,0.0436,0
2024-06-09,Southwest,ProductC,1391.57,19,35,5,0.0388,0
2024-06-09,Southwest,ProductD,1018.98,13,30,2,0.0362,0
2024-06-09,Southwest,ProductE,710.1,10,19,4,0.0319,0
2024-06-09,West,ProductA,3201.97,63,151,22,0.037,0
2024-06-09,West,ProductB,2860.95,50,122,16,0.0345,0
2024-06-09,West,ProductC,2228.66,30,86,9,0.0238,0
2024-06-09,West,ProductD,1539.11,29,80,9,0.0389,0
2024-06-09,West,ProductE,1118.26,18,72,4,0.046,0
2024-06-10,Midwest,ProductA,3077.57,66,203,16,0.029,0
2024-06-10,Midwest,ProductB,2306.73,47,132,10,0.0254,0
2024-06-10,Midwest,ProductC,2013.76,37,103,11,0.046,0
2024-06-10,Midwest,ProductD,1441.01,21,81,9,0.033,0
2024-06-10,Midwest,ProductE,960.22,16,44,1,0.0279,0
2024-06-10,Northeast,ProductA,4577.08,72,189,19,0.0314,0
2024-06-10,Northeast,ProductB,3253.39,59,210,26,0.0302,0
2024-06-10,Northeast,ProductC,2946.74,55,144,19,0.0233,0
2024-06-10,Northeast,ProductD,2173.89,34,118,5,0.0218,0
2024-06-10,Northeast,ProductE,1467.88,22,52,5,0.0409,0
2024-06-10,Southeast,ProductA,3792.8,67,204,24,0.0221,0
2024-06-10,Southeast,ProductB,3127.4,66,193,20,0.045,0
2024-06-10,Southeast,ProductC,697.65,11,11,0,0.1086,0
2024-06-10,Southeast,ProductD,1754.25,30,100,11,0.0354,0
2024-06-10,Southeast,ProductE,1064.51,20,70,10,0.0346,0
2024-06-10,Southwest,ProductA,2698.21,37,104,13,0.0255,0
2024-06-10,Southwest,ProductB,2126.43,36,116,17,0.0319,0
2024-06-10,Southwest,ProductC,1731.46,31,86,5,0.0216,0
2024-06-10,Southwest,ProductD,1352.47,20,63,11,0.0256,0
2024-06-10,Southwest,ProductE,812.57,16,57,5,0.0439,0
2024-06-10,West,ProductA,3757.61,82,272,28,0.0327,0
2024-06-10,West,ProductB,3006.51,53,185,12,0.0468,0
2024-06-10,West,ProductC,2583.08,41,140,17,0.0296,0
2024-06-10,West,ProductD,1949.19,37,135,13,0.0209,0
2024-06-10,West,ProductE,1302.2,26,100,4,0.044,0
2024-06-11,Midwest,ProductA,2777.09,55,181,24,0.0419,0
2024-06-11,Midwest,ProductB,2324.89,32,75,7,0.0269,0
2024-06-11,Midwest,ProductC,1985.74,29,95,14,0.0304,0
2024-06-11,Midwest,ProductD,1385.76,22,60,9,0.0214,0
2024-06-11,Midwest,ProductE,1008.2,16,71,3,0.0311,0
2024-06-11,Northeast,ProductA,4712.83,81,258,19,0.0342,0
2024-06-11,Northeast,ProductB,3623.43,63,192,14,0.0317,0
2024-06-11,Northeast,ProductC,2798.39,58,139,11,0.023,0
2024-06-11,Northeast,ProductD,2304.03,41,130,11,0.0487,0
2024-06-11,Northeast,ProductE,1396.22,22,71,6,0.0218,0
2024-06-11,Southeast,ProductA,3592.2,52,185,20,0.0342,0
2024-06-11,Southeast,ProductB,2997.28,49,109,8,0.0497,0
2024-06-11,Southeast,ProductC,687.55,14,12,7,0.1922,0
2024-06-11,Southeast,ProductD,1572.91,26,78,7,0.0441,0
2024-06-11,Southeast,ProductE,1029.77,17,72,7,0.0279,0
2024-06-11,Southwest,ProductA,2670.39,37,82,4,0.0246,0
2024-06-11,Southwest,ProductB,1904.99,28,87,3,0.0384,0
2024-06-11,Southwest,ProductC,1599.1,23,71,1,0.0386,0
2024-06-11,Southwest,ProductD,1354.52,19,21,2,0.0432,0
2024-06-11,Southwest,ProductE,898.64,13,21,8,0.0392,0
2024-06-11,West,ProductA,3669.95,69,182,25,0.0237,0
2024-06-11,West,ProductB,3250.59,52,180,12,0.0464,0
2024-06-11,West,ProductC,2650.71,47,146,12,0.0214,0
2024-06-11,West,ProductD,1962.52,30,80,14,0.031,0
2024-06-11,West,ProductE,1236.78,19,49,2,0.0259,0
2024-06-12,Midwest,ProductA,2815.1,40,80,9,0.0276,0
2024-06-12,Midwest,ProductB,2406.04,33,110,11,0.0328,0
2024-06-12,Midwest,ProductC,1665.69,23,38,2,0.0308,0
2024-06-12,Midwest,ProductD,1568.24,33,82,12,0.0411,0
2024-06-12,Midwest,ProductE,957.4,15,34,1,0.0427,0
2024-06-12,Northeast,ProductA,4311.9,64,181,22,0.046,0
2024-06-12,Northeast,ProductB,3617.49,58,129,21,0.0222,0
2024-06-12,Northeast,ProductC,3041.28,51,146,10,0.0218,0
2024-06-12,Northeast,ProductD,1866.07,26,75,7,0.0274,0
2024-06-12,Northeast,ProductE,1422.85,30,71,7,0.021,0
2024-06-12,Southeast,ProductA,3289.12,51,170,20,0.0416,0
2024-06-12,Southeast,ProductB,2948.68,49,100,11,0.0269,0
2024-06-12,Southeast,ProductC,622.16,8,0,4,0.1818,0
2024-06-12,Southeast,ProductD,1766.28,25,73,6,0.0415,0
2024-06-12,Southeast,ProductE,1105.5,19,34,4,0.0472,0
2024-06-12,Southwest,ProductA,2444.95,44,122,14,0.0344,0
2024-06-12,Southwest,ProductB,2197.06,41,99,19,0.0313,0
2024-06-12,Southwest,ProductC,1660.56,36,57,14,0.0379,0
2024-06-12,Southwest,ProductD,1186.89,17,46,3,0.028,0
2024-06-12,Southwest,ProductE,793.7,11,52,0,0.0378,0
2024-06-12,West,ProductA,3781.77,54,149,22,0.0379,0
2024-06-12,West,ProductB,3159.63,63,153,17,0.0398,0
2024-06-12,West,ProductC,2769.22,38,119,13,0.037,0
2024-06-12,West,ProductD,1979.73,34,96,13,0.0247,0
2024-06-12,West,ProductE,1327.37,18,53,9,0.0498,0
2024-06-13,Midwest,ProductA,2727.63,39,80,9,0.0271,0
2024-06-13,Midwest,ProductB,2393.7,38,108,6,0.0392,0
2024-06-13,Midwest,ProductC,1865.29,39,96,10,0.0345,0
2024-06-13,Midwest,ProductD,1411.85,24,92,9,0.0392,0
2024-06-13,Midwest,ProductE,982.83,19,57,9,0.0377,0
2024-06-13,Northeast,ProductA,4399.29,88,221,24,0.0231,0
2024-06-13,Northeast,ProductB,3435.77,46,144,14,0.035,0
2024-06-13,Northeast,ProductC,2791.84,49,139,14,0.037,0
2024-06-13,Northeast,ProductD,2078.04,27,74,6,0.0215,0
2024-06-13,Northeast,ProductE,1369.28,21,88,5,0.0236,0
2024-06-13,Southeast,ProductA,3423.05,49,101,18,0.0467,0
2024-06-13,Southeast,ProductB,2750.2,60,187,21,0.033,0
2024-06-13,Southeast,ProductC,709.19,14,11,5,0.1562,0
2024-06-13,Southeast,ProductD,1679.1,27,95,4,0.0316,0
2024-06-13,Southeast,ProductE,1149.19,25,50,12,0.0312,0
2024-06-13,Southwest,ProductA,2195.46,33,90,13,0.0204,0
2024-06-13,Southwest,ProductB,1879.88,29,77,4,0.0226,0
2024-06-13,Southwest,ProductC,1828.46,38,119,7,0.0267,0
2024-06-13,Southwest,ProductD,1186.89,22,53,4,0.023,0
2024-06-13,Southwest,ProductE,822.32,12,23,0,0.0432,0
2024-06-13,West,ProductA,3869.06,55,169,17,0.026,0
2024-06-13,West,ProductB,3292.93,48,104,12,0.0321,0
2024-06-13,West,ProductC,2486.86,49,129,8,0.0483,0
2024-06-13,West,ProductD,1971.66,26,83,12,0.0222,0
2024-06-13,West,ProductE,1300.31,28,83,5,0.0492,0
2024-06-14,Midwest,ProductA,2914.8,41,124,10,0.0449,0
2024-06-14,Midwest,ProductB,2420.19,47,88,13,0.0366,0
2024-06-14,Midwest,ProductC,1863.61,41,127,11,0.0311,0
2024-06-14,Midwest,ProductD,1487.42,30,59,11,0.0301,0
2024-06-14,Midwest,ProductE,903.47,16,57,6,0.0337,0
2024-06-14,Northeast,ProductA,4199.69,71,210,27,0.0432,0
2024-06-14,Northeast,ProductB,3445.93,50,136,16,0.0288,0
2024-06-14,Northeast,ProductC,2577.2,52,133,10,0.0387,0
2024-06-14,Northeast,ProductD,2121.69,42,105,9,0.0358,0
2024-06-14,Northeast,ProductE,1318.05,21,66,7,0.0391,0
2024-06-14,Southeast,ProductA,3687.24,75,207,19,0.0392,0
2024-06-14,Southeast,ProductB,2735.94,39,83,14,0.0441,0
2024-06-14,Southeast,ProductC,673.64,11,25,2,0.1862,0
2024-06-14,Southeast,ProductD,1624.87,35,91,12,0.0483,0
2024-06-14,Southeast,ProductE,1152.64,23,78,5,0.0308,0
2024-06-14,Southwest,ProductA,2401.19,41,150,12,0.0474,0
2024-06-14,Southwest,ProductB,2180.19,41,109,14,0.024,0
2024-06-14,Southwest,ProductC,1713.55,24,44,12,0.0346,0
2024-06-14,Southwest,ProductD,1253.75,17,23,3,0.0238,0
2024-06-14,Southwest,ProductE,861.1,12,42,4,0.031,0
2024-06-14,West,ProductA,3533.7,53,143,17,0.0289,0
2024-06-14,West,ProductB,3113.95,49,160,22,0.0402,0
2024-06-14,West,ProductC,2707.58,38,112,13,0.0383,0
2024-06-14,West,ProductD,2001.15,31,96,4,0.0253,0
2024-06-14,West,ProductE,1370.06,27,91,9,0.0376,0
2024-06-15,Midwest,ProductA,2399.93,36,141,12,0.0372,0
2024-06-15,Midwest,ProductB,2024.34,27,68,3,0.0466,0
2024-06-15,Midwest,ProductC,1654.62,34,113,12,0.0256,0
2024-06-15,Midwest,ProductD,1207.76,25,82,7,0.0268,0
2024-06-15,Midwest,ProductE,859.16,12,43,1,0.0371,0
2024-06-15,Northeast,ProductA,3814.49,54,165,23,0.042,0
2024-06-15,Northeast,ProductB,3074.73,65,178,18,0.047,0
2024-06-15,Northeast,ProductC,2540.86,44,131,16,0.0263,0
2024-06-15,Northeast,ProductD,1751.02,35,97,7,0.0253,0
2024-06-15,Northeast,ProductE,1224.86,24,53,11,0.0416,0
2024-06-15,Southeast,ProductA,2876.8,41,66,13,0.0356,0
2024-06-15,Southeast,ProductB,2198.51,29,80,8,0.0407,0
2024-06-15,Southeast,ProductC,571.24,8,13,4,0.1186,0
2024-06-15,Southeast,ProductD,1345.7,18,62,4,0.0312,0
2024-06-15,Southeast,ProductE,871.06,14,11,3,0.0369,0
2024-06-15,Southwest,ProductA,2284.09,36,110,9,0.0324,0
2024-06-15,Southwest,ProductB,1610.95,32,58,4,0.043,0
2024-06-15,Southwest,ProductC,1302.15,22,50,1,0.0438,0
2024-06-15,Southwest,ProductD,1177.03,19,52,0,0.0441,0
2024-06-15,Southwest,ProductE,752.96,10,15,1,0.0418,0
2024-06-15,West,ProductA,3508.59,68,158,29,0.0329,0
2024-06-15,West,ProductB,2994.43,55,103,8,0.0277,0
2024-06-15,West,ProductC,2247.23,34,119,16,0.0351,0
2024-06-15,West,ProductD,1640.67,23,53,8,0.0288,0
2024-06-15,West,ProductE,1143.58,16,16,4,0.034,0
2024-06-16,Midwest,ProductA,2400.62,48,113,11,0.0334,0
2024-06-16,Midwest,ProductB,2009.76,34,79,10,0.0308,0
2024-06-16,Midwest,ProductC,1604.26,25,60,10,0.0319,0
2024-06-16,Midwest,ProductD,1194.12,23,49,6,0.0378,0
2024-06-16,Midwest,ProductE,846.16,13,50,0,0.0232,0
2024-06-16,Northeast,ProductA,3518.79,74,182,28,0.0306,0
2024-06-16,Northeast,ProductB,2807.55,45,113,16,0.0255,0
2024-06-16,Northeast,ProductC,2469.27,41,81,11,0.0435,0
2024-06-16,Northeast,ProductD,1691.69,25,77,4,0.0464,0
2024-06-16,Northeast,ProductE,1297.64,24,90,6,0.0359,0
2024-06-16,Southeast,ProductA,2840.12,49,137,10,0.0212,0
2024-06-16,Southeast,ProductB,2381.06,41,75,13,0.0497,0
2024-06-16,Southeast,ProductC,587.25,7,5,0,0.1396,0
2024-06-16,Southeast,ProductD,1484.05,20,64,11,0.0476,0
2024-06-16,Southeast,ProductE,967.08,14,42,2,0.0322,0
2024-06-16,Southwest,ProductA,2071.21,41,95,10,0.0311,0
2024-06-16,Southwest,ProductB,1635.28,31,88,7,0.041,0
2024-06-16,Southwest,ProductC,1394.53,29,50,8,0.0225,0
2024-06-16,Southwest,ProductD,1002.98,20,57,10,0.0438,0
2024-06-16,Southwest,ProductE,726.62,11,32,2,0.0247,0
2024-06-16,West,ProductA,3490.13,58,179,12,0.04,0
2024-06-16,West,ProductB,2786.49,44,165,19,0.0225,0
2024-06-16,West,ProductC,2220.86,46,141,12,0.0228,0
2024-06-16,West,ProductD,1679.43,22,40,8,0.0288,0
2024-06-16,West,ProductE,1054.41,14,56,2,0.0411,0
2024-06-17,Midwest,ProductA,2843.01,63,174,13,0.0463,0
2024-06-17,Midwest,ProductB,2431.43,42,118,13,0.0428,0
2024-06-17,Midwest,ProductC,1964.23,41,104,7,0.0473,0
2024-06-17,Midwest,ProductD,1521.13,20,56,1,0.0385,0
2024-06-17,Midwest,ProductE,941.29,13,51,8,0.0428,0
2024-06-17,Northeast,ProductA,4272.95,74,235,15,0.0224,0
2024-06-17,Northeast,ProductB,3508.82,72,147,22,0.0255,0
2024-06-17,Northeast,ProductC,3127.72,43,161,10,0.0406,0
2024-06-17,Northeast,ProductD,2080.77,39,95,8,0.021,0
2024-06-17,Northeast,ProductE,1342.18,25,84,7,0.0429,0
2024-06-17,Southeast,ProductA,3355.99,50,178,16,0.0365,0
2024-06-17,Southeast,ProductB,2924.09,40,111,13,0.031,0
2024-06-17,Southeast,ProductC,692.11,15,8,9,0.068,0
2024-06-17,Southeast,ProductD,1760.87,31,96,9,0.0491,0
2024-06-17,Southeast,ProductE,1178.16,17,34,0,0.0374,0
2024-06-17,Southwest,ProductA,2449.26,37,73,12,0.028,0
2024-06-17,Southwest,ProductB,1805.05,27,89,8,0.0399,0
2024-06-17,Southwest,ProductC,1658.41,26,52,7,0.0489,0
2024-06-17,Southwest,ProductD,1210.35,21,61,9,0.0347,0
2024-06-17,Southwest,ProductE,772.77,13,57,4,0.0298,0
2024-06-17,West,ProductA,3786.89,72,164,17,0.0244,0
2024-06-17,West,ProductB,3338.49,59,113,18,0.0489,0
2024-06-17,West,ProductC,2771.11,44,126,11,0.0319,0
2024-06-17,West,ProductD,2185.38,37,111,4,0.0218,0
2024-06-17,West,ProductE,1290.09,21,52,6,0.0213,0
2024-06-18,Midwest,ProductA,2985.25,55,175,12,0.0477,0
2024-06-18,Midwest,ProductB,2513.99,42,118,12,0.0367,0
2024-06-18,Midwest,ProductC,1801.87,24,76,5,0.0458,0
2024-06-18,Midwest,ProductD,1304.47,27,88,8,0.0327,0
2024-06-18,Midwest,ProductE,1004.97,20,50,9,0.0272,0
2024-06-18,Northeast,ProductA,4364.53,84,231,20,0.0222,0
2024-06-18,Northeast,ProductB,3219.29,62,176,22,0.047,0
2024-06-18,Northeast,ProductC,2985.65,59,132,14,0.0255,0
2024-06-18,Northeast,ProductD,2185.98,46,84,13,0.0411,0
2024-06-18,Northeast,ProductE,1259.62,25,62,7,0.0457,0
2024-06-18,Southeast,ProductA,3430.54,72,239,23,0.0212,0
2024-06-18,Southeast,ProductB,2979.04,41,89,8,0.0307,0
2024-06-18,Southeast,ProductC,689.05,15,28,2,0.1347,0
2024-06-18,Southeast,ProductD,1759.38,33,59,11,0.0227,0
2024-06-18,Southeast,ProductE,1040.31,18,28,5,0.0478,0
2024-06-18,Southwest,ProductA,2700.17,46,177,12,0.0439,0
2024-06-18,Southwest,ProductB,2051.4,30,75,12,0.0473,0
2024-06-18,Southwest,ProductC,1756.33,25,84,5,0.0417,0
2024-06-18,Southwest,ProductD,1247.42,19,37,6,0.0432,0
2024-06-18,Southwest,ProductE,775.68,12,23,0,0.0365,0
2024-06-18,West,ProductA,3777.28,57,194,10,0.0465,0
2024-06-18,West,ProductB,3625.29,73,195,25,0.0223,0
2024-06-18,West,ProductC,2504.14,42,98,12,0.0379,0
2024-06-18,West,ProductD,1924.95,42,92,17,0.0303,0
2024-06-18,West,ProductE,1310.87,26,66,2,0.0254,0
2024-06-19,Midwest,ProductA,2728.55,42,86,9,0.0283,0
2024-06-19,Midwest,ProductB,2539.75,42,87,16,0.024,0
2024-06-19,Midwest,ProductC,1968.25,29,61,7,0.0326,0
2024-06-19,Midwest,ProductD,1446.85,19,63,3,0.0259,0
2024-06-19,Midwest,ProductE,877.66,19,24,9,0.0204,0
2024-06-19,Northeast,ProductA,4273.99,90,278,33,0.0425,0
2024-06-19,Northeast,ProductB,3551.18,54,128,10,0.0228,0
2024-06-19,Northeast,ProductC,2794.13,45,102,12,0.0498,0
2024-06-19,Northeast,ProductD,2019.47,36,85,10,0.0442,0
2024-06-19,Northeast,ProductE,1533.21,24,59,2,0.0313,0
2024-06-19,Southeast,ProductA,3831.01,52,137,19,0.047,0
2024-06-19,Southeast,ProductB,3072.42,44,114,6,0.0293,0
2024-06-19,Southeast,ProductC,667.73,14,0,9,0.1672,0
2024-06-19,Southeast,ProductD,1815.22,36,61,10,0.0385,0
2024-06-19,Southeast,ProductE,1046.7,17,50,8,0.0269,0
2024-06-19,Southwest,ProductA,2372.16,45,120,8,0.0447,0
2024-06-19,Southwest,ProductB,1979.18,35,117,10,0.0448,0
2024-06-19,Southwest,ProductC,1607.96,27,52,6,0.0229,0
2024-06-19,Southwest,ProductD,1143.49,18,26,6,0.0207,0
2024-06-19,Southwest,ProductE,791.17,15,52,3,0.0465,0
2024-06-19,West,ProductA,3819.77,82,174,34,0.0481,0
2024-06-19,West,ProductB,3103.38,47,98,21,0.0415,0
2024-06-19,West,ProductC,2431.81,40,142,18,0.0463,0
2024-06-19,West,ProductD,1971.27,37,111,16,0.0433,0
2024-06-19,West,ProductE,1441.91,29,46,11,0.0214,0
2024-06-20,Midwest,ProductA,2924.56,54,187,14,0.0397,0
2024-06-20,Midwest,ProductB,2339.55,40,108,9,0.0405,0
2024-06-20,Midwest,ProductC,1953.09,30,70,7,0.0325,0
2024-06-20,Midwest,ProductD,1450.87,32,102,9,0.0336,0
2024-06-20,Midwest,ProductE,931.26,19,33,10,0.0465,0
2024-06-20,Northeast,ProductA,4600.8,70,212,20,0.0313,0
2024-06-20,Northeast,ProductB,3361.65,53,158,20,0.0425,0
2024-06-20,Northeast,ProductC,2826.36,46,94,8,0.0279,0
2024-06-20,Northeast,ProductD,2204.45,31,77,8,0.022,0
2024-06-20,Northeast,ProductE,1432.21,25,43,8,0.044,0
2024-06-20,Southeast,ProductA,3514.29,68,157,18,0.035,0
2024-06-20,Southeast,ProductB,2756.79,49,140,12,0.0452,0
2024-06-20,Southeast,ProductC,668.46,9,28,0,0.1855,0
2024-06-20,Southeast,ProductD,1718.48,30,88,7,0.0225,0
2024-06-20,Southeast,ProductE,1130.69,18,53,0,0.0291,0
2024-06-20,Southwest,ProductA,2659.58,41,114,6,0.0244,0
2024-06-20,Southwest,ProductB,2047.62,39,115,9,0.0225,0
2024-06-20,Southwest,ProductC,1764.2,27,65,6,0.026,0
2024-06-20,Southwest,ProductD,1168.11,21,44,10,0.049,0
2024-06-20,Southwest,ProductE,802.29,10,44,6,0.0256,0
2024-06-20,West,ProductA,4002.84,82,213,31,0.0265,0
2024-06-20,West,ProductB,3044.52,53,126,12,0.0303,0
2024-06-20,West,ProductC,2583.68,39,107,16,0.0245,0
2024-06-20,West,ProductD,1734.01,26,72,11,0.0486,0
2024-06-20,West,ProductE,1272.29,20,53,8,0.0485,0
2024-06-21,Midwest,ProductA,3159.26,52,159,16,0.0263,0
2024-06-21,Midwest,ProductB,2671.08,50,120,13,0.0311,0
2024-06-21,Midwest,ProductC,1995.62,32,122,5,0.0478,0
2024-06-21,Midwest,ProductD,1461.69,19,77,1,0.0226,0
2024-06-21,Midwest,ProductE,930.08,16,58,3,0.0297,0
2024-06-21,Northeast,ProductA,4344.78,77,172,22,0.0267,0
2024-06-21,Northeast,ProductB,3539.74,67,149,18,0.0443,0
2024-06-21,Northeast,ProductC,2822.9,54,108,14,0.0455,0
2024-06-21,Northeast,ProductD,2180.18,35,72,13,0.0416,0
2024-06-21,Northeast,ProductE,1414.03,25,47,4,0.0475,0
2024-06-21,Southeast,ProductA,3408.69,55,131,20,0.0336,0
2024-06-21,Southeast,ProductB,2924.28,46,157,16,0.028,0
2024-06-21,Southeast,ProductC,2281.81,33,101,12,0.0484,0
2024-06-21,Southeast,ProductD,1668.07,29,87,4,0.0342,0
2024-06-21,Southeast,ProductE,1199.06,16,25,0,0.0378,0
2024-06-21,Southwest,ProductA,2500.91,40,98,8,0.0482,0
2024-06-21,Southwest,ProductB,2024.93,29,65,11,0.0293,0
2024-06-21,Southwest,ProductC,1625.95,24,33,8,0.0266,0
2024-06-21,Southwest,ProductD,1233.55,18,34,0,0.0404,0
2024-06-21,Southwest,ProductE,793.8,17,54,0,0.0237,0
2024-06-21,West,ProductA,4199.46,57,167,20,0.0453,0
2024-06-21,West,ProductB,3619.61,71,244,28,0.0336,0
2024-06-21,West,ProductC,2586.12,34,90,6,0.0415,0
2024-06-21,West,ProductD,2090.21,28,70,11,0.048,0
2024-06-21,West,ProductE,1321.5,24,69,2,0.0395,0
2024-06-22,Midwest,ProductA,2416.45,40,84,10,0.0394,0
2024-06-22,Midwest,ProductB,1918.66,41,122,11,0.0445,0
2024-06-22,Midwest,ProductC,1580.14,22,61,4,0.0478,0
2024-06-22,Midwest,ProductD,1128.78,20,40,3,0.0214,0
2024-06-22,Midwest,ProductE,754.88,16,34,1,0.0253,0
2024-06-22,Northeast,ProductA,3733.29,50,152,11,0.0243,0
2024-06-22,Northeast,ProductB,2889.58,59,131,15,0.0228,0
2024-06-22,Northeast,ProductC,2580.32,35,78,12,0.0309,0
2024-06-22,Northeast,ProductD,1759.68,23,67,1,0.033,0
2024-06-22,Northeast,ProductE,1194.35,16,33,4,0.0453,0
2024-06-22,Southeast,ProductA,2984.48,46,152,17,0.0349,0
2024-06-22,Southeast,ProductB,2559.71,39,73,11,0.0445,0
2024-06-22,Southeast,ProductC,1769.03,38,92,8,0.0463,0
2024-06-22,Southeast,ProductD,1529.82,21,40,4,0.0336,0
2024-06-22,Southeast,ProductE,897.55,14,44,0,0.0256,0
2024-06-22,Southwest,ProductA,1983.06,31,69,10,0.0433,0
2024-06-22,Southwest,ProductB,1675.5,33,110,9,0.0256,0
2024-06-22,Southwest,ProductC,1533.06,22,75,2,0.0303,0
2024-06-22,Southwest,ProductD,1147.61,17,51,6,0.0468,0
